Pathway	Gene_List
REACTOME_SIGNALING_BY_MET	ARF6,CBL,COL11A1,COL11A2,COL1A1,COL1A2,COL24A1,COL27A1,COL2A1,COL3A1,COL5A1,COL5A2,COL5A3,CRK,CRKL,DOCK7,EPS15,FN1,GAB1,GGA3,GRB2,HGF,HGFAC,HGS,HPN,HRAS,ITGA2,ITGA3,ITGB1,KRAS,LAMA1,LAMA2,LAMA3,LAMA4,LAMA5,LAMB1,LAMB2,LAMB3,LAMC1,LAMC2,LAMC3,LRIG1,MET,MUC20,NRAS,PIK3CA,PIK3R1,PTK2,PTPN1,PTPN11,PTPN2,PTPRJ,RAB4A,RAB4B,RAC1,RANBP10,RANBP9,RAP1A,RAP1B,RAPGEF1,RPS27A,SH3GL1,SH3GL2,SH3GL3,SH3KBP1,SHC1,SOS1,SPINT1,SPINT2,SRC,STAM,STAM2,STAT3,TNS3,TNS4,UBA52,UBB,UBC,USP8
REACTOME_MET_RECEPTOR_ACTIVATION	HGF,HGFAC,HPN,MET,SPINT1,SPINT2
REACTOME_NEGATIVE_REGULATION_OF_MET_ACTIVITY	CBL,EPS15,GRB2,HGF,HGS,LRIG1,MET,PTPN1,PTPN2,PTPRJ,RPS27A,SH3GL1,SH3GL2,SH3GL3,SH3KBP1,STAM,STAM2,UBA52,UBB,UBC,USP8
REACTOME_PTEN_REGULATION	AGO1,AGO2,AGO3,AGO4,AKT1,AKT2,AKT3,ATF2,ATN1,BMI1,CBX2,CBX4,CBX6,CBX8,CHD3,CHD4,CSNK2A1,CSNK2A2,CSNK2B,EED,EGR1,EZH2,FRK,GATAD2A,GATAD2B,HDAC1,HDAC2,HDAC3,HDAC5,HDAC7,JUN,KDM1A,LAMTOR1,LAMTOR2,LAMTOR3,LAMTOR4,LAMTOR5,MAF1,MAPK1,MAPK3,MBD3,MECOM,MKRN1,MLST8,MOV10,MTA1,MTA2,MTA3,MTOR,NEDD4,NR2E1,OTUD3,PHC1,PHC2,PHC3,PML,PPARG,PREX2,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMA8,PSMB1,PSMB10,PSMB11,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD10,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME1,PSME2,PSME3,PSME4,PSMF1,PTEN,RBBP4,RBBP7,RCOR1,REST,RHEB,RING1,RNF146,RNF2,RPS27A,RPTOR,RRAGA,RRAGB,RRAGC,RRAGD,SALL4,SCMH1,SEM1,SLC38A9,SNAI1,SNAI2,STUB1,SUZ12,TNKS,TNKS2,TNRC6A,TNRC6B,TNRC6C,TP53,TRIM27,UBA52,UBB,UBC,USP13,USP7,WWP2,XIAP
REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES	CCNK,CCNT1,CCNT2,CDK7,CDK9,ELL,ELL2,ELL3,GTF2A1,GTF2A2,GTF2B,GTF2E1,GTF2E2,GTF2F1,GTF2F2,ICE1,ICE2,INTS1,INTS10,INTS11,INTS12,INTS13,INTS14,INTS2,INTS3,INTS4,INTS5,INTS6,INTS7,INTS8,INTS9,NABP1,NABP2,NCBP1,NCBP2,PCF11,PHAX,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2K,POLR2L,POU2F1,POU2F2,RNU1-1,RNU11,RNU12,RNU2-1,RNU4-1,RNU4ATAC,RNU5A-1,RPAP2,RPRD1A,RPRD1B,RPRD2,SNAPC1,SNAPC2,SNAPC3,SNAPC4,SNAPC5,SP1,SRRT,SSU72,SUPT4H1,SUPT5H,TAF11,TAF13,TAF5,TAF6,TAF8,TAF9,TBP,ZC3H8,ZNF143
REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT	AC020929.1,ACTR10,ACTR1A,ANK1,ANK2,ANK3,ARCN1,ARF1,ARF3,ARF4,ARF5,ARFGAP1,ARFGAP2,ARFGAP3,BET1,BET1L,CAPZA1,CAPZA2,CAPZA3,CAPZB,CD55,CD59,COG1,COG2,COG3,COG4,COG5,COG6,COG7,COG8,COPA,COPB1,COPB2,COPE,COPG1,COPG2,COPZ1,COPZ2,DCTN1,DCTN2,DCTN3,DCTN4,DCTN5,DCTN6,DYNC1H1,DYNC1I1,DYNC1I2,DYNC1LI1,DYNC1LI2,DYNLL1,DYNLL2,FOLR1,GBF1,GOLGA2,GOLGB1,GORASP1,GOSR1,GOSR2,INS,KDELR1,KDELR2,KDELR3,NAPA,NAPB,NAPG,NSF,RAB1A,RAB1B,SPTA1,SPTAN1,SPTB,SPTBN1,SPTBN2,SPTBN5,STX5,TMED10,TMED2,TMED3,TMED7,TMED9,TMEM115,TUBA1A,TUBA1B,TUBA1C,TUBA3C,TUBA3D,TUBA3E,TUBA4A,TUBA4B,TUBA8,TUBAL3,TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B,TUBB6,TUBB8,TUBB8B,USO1,YKT6
REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE	AC021066.1,CAPN1,CAPNS1,CASP14,CDSN,CELA2A,CSTA,DSC1,DSC2,DSC3,DSG1,DSG2,DSG3,DSG4,DSP,EVPL,FLG,FURIN,IVL,JUP,KAZN,KLK12,KLK13,KLK14,KLK5,KLK8,KRT1,KRT10,KRT12,KRT13,KRT14,KRT15,KRT16,KRT17,KRT18,KRT19,KRT2,KRT20,KRT23,KRT24,KRT25,KRT26,KRT27,KRT28,KRT3,KRT31,KRT32,KRT33A,KRT33B,KRT34,KRT35,KRT36,KRT37,KRT38,KRT39,KRT4,KRT40,KRT5,KRT6A,KRT6B,KRT6C,KRT7,KRT71,KRT72,KRT73,KRT74,KRT75,KRT76,KRT77,KRT78,KRT79,KRT8,KRT80,KRT81,KRT82,KRT83,KRT84,KRT85,KRT9,LCE1A,LCE1B,LCE1C,LCE1D,LCE1E,LCE1F,LCE2A,LCE2B,LCE2C,LCE2D,LCE3A,LCE3B,LCE3C,LCE3D,LCE3E,LCE4A,LCE5A,LCE6A,LELP1,LIPJ,LIPK,LIPM,LIPN,LOR,PCSK6,PERP,PI3,PKP1,PKP2,PKP3,PKP4,PPL,PRSS8,RPTN,SPINK5,SPINK6,SPINK9,SPRR1A,SPRR1B,SPRR2A,SPRR2B,SPRR2D,SPRR2E,SPRR2F,SPRR2G,SPRR3,ST14,TCHH,TGM1,TGM5
REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	ARCN1,ARF1,ARF3,ARF4,ARF5,ARFGAP1,ARFGAP2,ARFGAP3,BNIP1,CENPE,COPA,COPB1,COPB2,COPE,COPG1,COPG2,COPZ1,COPZ2,GBF1,KDELR1,KDELR2,KDELR3,KIF11,KIF12,KIF13B,KIF15,KIF16B,KIF18A,KIF18B,KIF19,KIF1A,KIF1B,KIF1C,KIF20A,KIF20B,KIF21A,KIF21B,KIF22,KIF23,KIF25,KIF26A,KIF26B,KIF27,KIF2A,KIF2B,KIF2C,KIF3A,KIF3B,KIF3C,KIF4A,KIF4B,KIF5A,KIF5B,KIF6,KIF9,KIFAP3,KIFC1,KIFC2,KLC1,KLC2,KLC3,KLC4,NAPA,NAPB,NAPG,NBAS,NSF,RAB1A,RAB1B,RACGAP1,RINT1,SEC22B,STX18,SURF4,TMED10,TMED2,TMED3,TMED7,TMED9,TUBA1A,TUBA1B,TUBA1C,TUBA3C,TUBA3D,TUBA3E,TUBA4A,TUBA4B,TUBA8,TUBAL3,TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B,TUBB6,TUBB8,TUBB8B,USE1,ZW10
REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	ACTR10,ACTR1A,AGPAT3,BICD1,BICD2,CAPZA1,CAPZA2,CAPZA3,CAPZB,DCTN1,DCTN2,DCTN3,DCTN4,DCTN5,DCTN6,DYNC1H1,DYNC1I1,DYNC1I2,DYNC1LI1,DYNC1LI2,DYNLL1,DYNLL2,GALNT1,GALNT2,PAFAH1B1,PAFAH1B2,PAFAH1B3,PLA2G4A,PLA2G6,RAB18,RAB3GAP1,RAB3GAP2,RAB6A,RAB6B,TUBA1A,TUBA1B,TUBA1C,TUBA3C,TUBA3D,TUBA3E,TUBA4A,TUBA4B,TUBA8,TUBAL3,TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B,TUBB6,TUBB8,TUBB8B
REACTOME_INTRA_GOLGI_TRAFFIC	ALPP,ARF1,BET1L,COG1,COG2,COG3,COG4,COG5,COG6,COG7,COG8,CUX1,CYTH1,CYTH2,CYTH3,CYTH4,GOLGA5,GOLIM4,GOSR1,GOSR2,MAN1A1,MAN1A2,MAN1C1,MAN2A1,MAN2A2,NAPA,NAPB,NAPG,NSF,RAB30,RAB33B,RAB36,RAB39A,RAB41,RGP1,RIC1,SNAP29,STX16,STX5,STX6,TRIP11,VPS45,VTI1A,YKT6
REACTOME_RETROGRADE_TRANSPORT_AT_THE_TRANS_GOLGI_NETWORK	ARFIP2,ARFRP1,ARL1,COG1,COG2,COG3,COG4,COG5,COG6,COG7,COG8,GCC1,GCC2,GOLGA1,GOLGA4,IGF2R,M6PR,NAA30,NAA35,NAA38,NAPA,NAPB,NAPG,NSF,PLIN3,RAB43,RAB6A,RAB6B,RAB9A,RAB9B,RABEPK,RGP1,RHOBTB3,RIC1,SCOC,STX10,STX16,STX6,SYS1,TGOLN2,TMF1,USP6NL,VAMP3,VAMP4,VPS51,VPS52,VPS53,VPS54,VTI1A
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC	ACTR10,ACTR1A,AGPAT3,ALPP,ARCN1,ARF1,ARF3,ARF4,ARF5,ARFGAP1,ARFGAP2,ARFGAP3,ARFIP2,ARFRP1,ARL1,BET1L,BICD1,BICD2,BNIP1,CAPZA1,CAPZA2,CAPZA3,CAPZB,CENPE,COG1,COG2,COG3,COG4,COG5,COG6,COG7,COG8,COPA,COPB1,COPB2,COPE,COPG1,COPG2,COPZ1,COPZ2,CUX1,CYTH1,CYTH2,CYTH3,CYTH4,DCTN1,DCTN2,DCTN3,DCTN4,DCTN5,DCTN6,DYNC1H1,DYNC1I1,DYNC1I2,DYNC1LI1,DYNC1LI2,DYNLL1,DYNLL2,GALNT1,GALNT2,GBF1,GCC1,GCC2,GOLGA1,GOLGA4,GOLGA5,GOLIM4,GOSR1,GOSR2,IGF2R,KDELR1,KDELR2,KDELR3,KIF11,KIF12,KIF13B,KIF15,KIF16B,KIF18A,KIF18B,KIF19,KIF1A,KIF1B,KIF1C,KIF20A,KIF20B,KIF21A,KIF21B,KIF22,KIF23,KIF25,KIF26A,KIF26B,KIF27,KIF2A,KIF2B,KIF2C,KIF3A,KIF3B,KIF3C,KIF4A,KIF4B,KIF5A,KIF5B,KIF6,KIF9,KIFAP3,KIFC1,KIFC2,KLC1,KLC2,KLC3,KLC4,M6PR,MAN1A1,MAN1A2,MAN1C1,MAN2A1,MAN2A2,NAA30,NAA35,NAA38,NAPA,NAPB,NAPG,NBAS,NSF,PAFAH1B1,PAFAH1B2,PAFAH1B3,PLA2G4A,PLA2G6,PLIN3,RAB18,RAB1A,RAB1B,RAB30,RAB33B,RAB36,RAB39A,RAB3GAP1,RAB3GAP2,RAB41,RAB43,RAB6A,RAB6B,RAB9A,RAB9B,RABEPK,RACGAP1,RGP1,RHOBTB3,RIC1,RINT1,SCOC,SEC22B,SNAP29,STX10,STX16,STX18,STX5,STX6,SURF4,SYS1,TGOLN2,TMED10,TMED2,TMED3,TMED7,TMED9,TMF1,TRIP11,TUBA1A,TUBA1B,TUBA1C,TUBA3C,TUBA3D,TUBA3E,TUBA4A,TUBA4B,TUBA8,TUBAL3,TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B,TUBB6,TUBB8,TUBB8B,USE1,USP6NL,VAMP3,VAMP4,VPS45,VPS51,VPS52,VPS53,VPS54,VTI1A,YKT6,ZW10
REACTOME_PI5P_REGULATES_TP53_ACETYLATION	EP300,ING2,MAP2K6,PIN1,PIP4K2A,PIP4K2B,PIP4K2C,PIP4P1,TP53
REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING	CCT2,CCT3,CCT4,CCT5,CCT6A,CCT6B,CCT7,CCT8,CSNK2A1,CSNK2A2,CSNK2B,GNAI1,GNAI2,GNAI3,GNAO1,GNAT1,GNAT2,GNAT3,GNAZ,GNB1,GNB2,GNB3,GNB4,GNB5,GNG10,GNG11,GNG12,GNG13,GNG2,GNG3,GNG4,GNG5,GNG7,GNG8,GNGT1,GNGT2,PDCL,RGS11,RGS6,RGS7,RGS9,TCP1
REACTOME_GLYCEROPHOSPHOLIPID_CATABOLISM	ENPP6,GDE1,GDPD1,GDPD3,GDPD5,PNPLA6,PNPLA7
REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION	ORC1,ORC2,ORC3,ORC4,ORC5,ORC6
REACTOME_MITOTIC_PROPHASE	AAAS,ARPP19,BANF1,BLZF1,CCNB1,CCNB2,CDK1,CNEP1R1,CTDNEP1,EMD,ENSA,GOLGA2,GORASP1,GORASP2,H2AB1,H2AC14,H2AC18,H2AC19,H2AC20,H2AC4,H2AC6,H2AC7,H2AC8,H2AJ,H2AX,H2AZ1,H2AZ2,H2BC1,H2BC10,H2BC11,H2BC12,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC3,H2BC4,H2BC5,H2BC6,H2BC7,H2BC8,H2BC9,H2BS1,H2BU1,H3-3A,H3-3B,H3-4,H3C1,H3C10,H3C11,H3C12,H3C13,H3C14,H3C15,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H4-16,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,KMT5A,LEMD2,LEMD3,LMNA,LMNB1,LPIN1,LPIN2,LPIN3,MAPK1,MAPK3,MASTL,MCPH1,NCAPD3,NCAPG2,NCAPH2,NDC1,NEK6,NEK7,NEK9,NUMA1,NUP107,NUP133,NUP153,NUP155,NUP160,NUP188,NUP205,NUP210,NUP214,NUP35,NUP37,NUP42,NUP43,NUP50,NUP54,NUP58,NUP62,NUP85,NUP88,NUP93,NUP98,PHF8,PLK1,POM121,POM121C,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R2D,PRKCA,PRKCB,RAB1A,RAB1B,RAB2A,RAE1,RANBP2,RB1,SEC13,SEH1L,SET,SMC2,SMC4,TMPO,TPR,USO1,VRK1,VRK2
REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS	KIF20A,KIF23,MAU2,NIPBL,PDS5A,PDS5B,PLK1,RAD21,SMC1A,SMC3,STAG1,STAG2,WAPL
REACTOME_M_PHASE	AAAS,ACTR1A,AHCTF1,AKAP9,ALMS1,ANAPC1,ANAPC10,ANAPC11,ANAPC15,ANAPC16,ANAPC2,ANAPC4,ANAPC5,ANAPC7,ANKLE2,ARPP19,AURKB,B9D2,BANF1,BIRC5,BLZF1,BUB1,BUB1B,BUB3,CC2D1B,CCNB1,CCNB2,CCP110,CDC16,CDC20,CDC23,CDC26,CDC27,CDCA5,CDCA8,CDK1,CDK5RAP2,CENPA,CENPC,CENPE,CENPF,CENPH,CENPI,CENPJ,CENPK,CENPL,CENPM,CENPN,CENPO,CENPP,CENPQ,CENPS,CENPT,CENPU,CEP131,CEP135,CEP152,CEP164,CEP192,CEP250,CEP290,CEP41,CEP57,CEP63,CEP70,CEP72,CEP76,CEP78,CETN2,CHMP2A,CHMP2B,CHMP3,CHMP4A,CHMP4B,CHMP4C,CHMP6,CHMP7,CKAP5,CLASP1,CLASP2,CLIP1,CNEP1R1,CNTRL,CSNK1D,CSNK1E,CSNK2A1,CSNK2A2,CSNK2B,CTDNEP1,DCTN1,DCTN2,DCTN3,DSN1,DYNC1H1,DYNC1I1,DYNC1I2,DYNC1LI1,DYNC1LI2,DYNLL1,DYNLL2,EMD,EML4,ENSA,ERCC6L,ESPL1,FBXO5,FGFR1OP,GOLGA2,GORASP1,GORASP2,H2AB1,H2AC14,H2AC18,H2AC19,H2AC20,H2AC4,H2AC6,H2AC7,H2AC8,H2AJ,H2AX,H2AZ1,H2AZ2,H2BC1,H2BC10,H2BC11,H2BC12,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC3,H2BC4,H2BC5,H2BC6,H2BC7,H2BC8,H2BC9,H2BS1,H2BU1,H3-3A,H3-3B,H3-4,H3C1,H3C10,H3C11,H3C12,H3C13,H3C14,H3C15,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H4-16,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,HAUS1,HAUS2,HAUS3,HAUS4,HAUS5,HAUS6,HAUS7,HAUS8,HDAC8,HSP90AA1,INCENP,IST1,ITGB3BP,KIF18A,KIF20A,KIF23,KIF2A,KIF2B,KIF2C,KMT5A,KNL1,KNTC1,KPNB1,LBR,LEMD2,LEMD3,LMNA,LMNB1,LPIN1,LPIN2,LPIN3,MAD1L1,MAD2L1,MAPK1,MAPK3,MAPRE1,MASTL,MAU2,MCPH1,MIS12,MZT1,MZT2A,MZT2B,NCAPD2,NCAPD3,NCAPG,NCAPG2,NCAPH,NCAPH2,NDC1,NDC80,NDE1,NDEL1,NEDD1,NEK2,NEK6,NEK7,NEK9,NINL,NIPBL,NME7,NSL1,NUDC,NUF2,NUMA1,NUP107,NUP133,NUP153,NUP155,NUP160,NUP188,NUP205,NUP210,NUP214,NUP35,NUP37,NUP42,NUP43,NUP50,NUP54,NUP58,NUP62,NUP85,NUP88,NUP93,NUP98,ODF2,OFD1,PAFAH1B1,PCM1,PCNT,PDS5A,PDS5B,PHF8,PLK1,PLK4,PMF1,POM121,POM121C,PPP1CC,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R2A,PPP2R2D,PPP2R5A,PPP2R5B,PPP2R5C,PPP2R5D,PPP2R5E,PRKACA,PRKAR2B,PRKCA,PRKCB,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMA8,PSMB1,PSMB10,PSMB11,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD10,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME1,PSME2,PSME3,PSME4,PSMF1,PTTG1,RAB1A,RAB1B,RAB2A,RAD21,RAE1,RAN,RANBP2,RANGAP1,RB1,RCC1,RCC2,RPS27,RPS27A,SDCCAG8,SEC13,SEH1L,SEM1,SET,SFI1,SGO1,SGO2,SIRT2,SKA1,SKA2,SMC1A,SMC2,SMC3,SMC4,SPAST,SPC24,SPC25,SPDL1,SSNA1,STAG1,STAG2,SUMO1,TAOK1,TMPO,TNPO1,TPR,TUBA1A,TUBA1B,TUBA1C,TUBA3C,TUBA3D,TUBA3E,TUBA4A,TUBA4B,TUBA8,TUBAL3,TUBB,TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B,TUBB6,TUBB8,TUBB8B,TUBG1,TUBG2,TUBGCP2,TUBGCP3,TUBGCP4,TUBGCP5,TUBGCP6,UBA52,UBB,UBC,UBE2C,UBE2D1,UBE2E1,UBE2I,USO1,VPS4A,VRK1,VRK2,WAPL,XPO1,YWHAE,YWHAG,ZW10,ZWILCH,ZWINT
REACTOME_G2_PHASE	CCNA1,CCNA2,CDK2,E2F1,E2F3
REACTOME_DNA_REPLICATION_INITIATION	POLA1,POLA2,POLE,POLE2,POLE3,POLE4,PRIM1,PRIM2
REACTOME_DNA_REPLICATION_PRE_INITIATION	CDC45,CDC6,CDC7,CDK2,CDT1,DBF4,E2F1,E2F2,E2F3,GMNN,MCM10,MCM2,MCM3,MCM4,MCM5,MCM6,MCM7,MCM8,ORC1,ORC2,ORC3,ORC4,ORC5,ORC6,POLA1,POLA2,POLE,POLE2,POLE3,POLE4,PRIM1,PRIM2,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMA8,PSMB1,PSMB10,PSMB11,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD10,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME1,PSME2,PSME3,PSME4,PSMF1,RPA1,RPA2,RPA3,RPA4,RPS27A,SEM1,UBA52,UBB,UBC
REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE	ANAPC1,ANAPC10,ANAPC11,ANAPC15,ANAPC16,ANAPC2,ANAPC4,ANAPC5,ANAPC7,CCNA1,CCNA2,CCNE1,CCNE2,CDC16,CDC23,CDC26,CDC27,CDC6,CDK2,CDT1,CUL1,FZR1,MCM2,MCM3,MCM4,MCM5,MCM6,MCM7,MCM8,ORC1,ORC2,ORC3,ORC4,ORC5,ORC6,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMA8,PSMB1,PSMB10,PSMB11,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD10,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME1,PSME2,PSME3,PSME4,PSMF1,RBX1,RPS27A,SEM1,SKP1,SKP2,UBA52,UBB,UBC,UBE2C,UBE2D1,UBE2E1
REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	CCNA1,CCNA2,CCNB1,CCNB2,CCNH,CDC25A,CDC25B,CDC25C,CDK1,CDK2,CDK7,FOXM1,LCMT1,MNAT1,PKMYT1,PLK1,PPME1,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R2A,PPP2R3B,WEE1,XPO1
REACTOME_G2_M_DNA_REPLICATION_CHECKPOINT	CCNB1,CCNB2,CDK1,PKMYT1,WEE1
REACTOME_STABILIZATION_OF_P53	ATM,CDKN2A,CHEK2,COP1,MDM2,MDM4,PHF20,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMA8,PSMB1,PSMB10,PSMB11,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD10,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME1,PSME2,PSME3,PSME4,PSMF1,RPS27A,SEM1,TP53,UBA52,UBB,UBC
REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS	ATM,CCNA1,CCNA2,CCNE1,CCNE2,CDC25A,CDK2,CDKN1A,CDKN1B,CDKN2A,CHEK1,CHEK2,COP1,MDM2,MDM4,PCBP4,PHF20,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMA8,PSMB1,PSMB10,PSMB11,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD10,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME1,PSME2,PSME3,PSME4,PSMF1,RPS27A,SEM1,TP53,UBA52,UBB,UBC,ZNF385A
REACTOME_MITOTIC_SPINDLE_CHECKPOINT	AHCTF1,ANAPC1,ANAPC10,ANAPC11,ANAPC15,ANAPC16,ANAPC2,ANAPC4,ANAPC5,ANAPC7,AURKB,B9D2,BIRC5,BUB1,BUB1B,BUB3,CDC16,CDC20,CDC23,CDC26,CDC27,CDCA8,CENPA,CENPC,CENPE,CENPF,CENPH,CENPI,CENPK,CENPL,CENPM,CENPN,CENPO,CENPP,CENPQ,CENPS,CENPT,CENPU,CKAP5,CLASP1,CLASP2,CLIP1,DSN1,DYNC1H1,DYNC1I1,DYNC1I2,DYNC1LI1,DYNC1LI2,DYNLL1,DYNLL2,ERCC6L,INCENP,ITGB3BP,KIF18A,KIF2A,KIF2B,KIF2C,KNL1,KNTC1,MAD1L1,MAD2L1,MAPRE1,MIS12,NDC80,NDE1,NDEL1,NSL1,NUDC,NUF2,NUP107,NUP133,NUP160,NUP37,NUP43,NUP85,NUP98,PAFAH1B1,PLK1,PMF1,PPP1CC,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R5A,PPP2R5B,PPP2R5C,PPP2R5D,PPP2R5E,RANBP2,RANGAP1,RCC2,RPS27,SEC13,SEH1L,SGO1,SGO2,SKA1,SKA2,SPC24,SPC25,SPDL1,TAOK1,UBE2C,UBE2D1,UBE2E1,XPO1,ZW10,ZWILCH,ZWINT
REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY	AKT1,AKT2,AKT3,CABLES1,CCNA1,CCNA2,CCND1,CCNE1,CCNE2,CCNH,CDC25A,CDC25B,CDK2,CDK4,CDK7,CDKN1A,CDKN1B,CKS1B,CUL1,E2F1,E2F4,E2F5,FZR1,LIN37,LIN52,LIN54,LIN9,MAX,MNAT1,MYC,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD10,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME1,PSME2,PSME3,PSMF1,PTK6,RB1,RBBP4,RBL2,RPS27A,SEM1,SKP1,SKP2,TFDP1,TFDP2,UBA52,UBB,UBC,WEE1
REACTOME_FRUCTOSE_CATABOLISM	ALDH1A1,ALDOB,GLYCTK,KHK,TKFC
REACTOME_GALACTOSE_CATABOLISM	GALE,GALK1,GALT,PGM2,PGM2L1
REACTOME_UREA_CYCLE	ARG1,ARG2,ASL,ASS1,CPS1,NAGS,NMRAL1,OTC,SLC25A15,SLC25A2
REACTOME_HISTIDINE_CATABOLISM	AMDHD1,CARNMT1,CARNS1,FTCD,HAL,HDC,HNMT,UROC1
REACTOME_PROPIONYL_COA_CATABOLISM	MCEE,MMAA,MMUT,PCCA,PCCB
REACTOME_LYSINE_CATABOLISM	AADAT,AASS,ALDH7A1,CRYM,DLD,DLST,GCDH,HYKK,OGDH,PHYKPL,PIPOX,SLC25A21
REACTOME_CREATINE_METABOLISM	CKB,CKM,CKMT1A,CKMT1B,CKMT2,GAMT,GATM,SLC6A11,SLC6A12,SLC6A7,SLC6A8
