GeneA	GeneB	EdgeWeight
SURF4	VAPA	0.919
SURF4	ZNF598	0.162
SUSD2	UGGT1	0.266
SUSD3	TRIM29	0.19
SUSD3	TYMP	0.18
SUV39H1	TAL1	0.396
SUV39H1	TCP1	0.157
SUV39H1	TENC1	0.204
SUV39H1	THRA	0.397
SUV39H1	UHRF1	0.738
SUV39H1	USP24	0.32
SUV39H1	USP34	0.188
SUV39H1	USP7	0.502
SUV39H1	USP9X	0.234
SUV39H1	WIZ	0.38
SUV39H1	ZBTB2	0.224
SUV39H1	ZBTB24	0.155
SUV39H1	ZKSCAN5	0.155
SUV39H1	ZNF165	0.155
SUV39H1	ZNF292	0.257
SUV39H1	ZNF417	0.238
SUV39H1	ZNF436	0.311
SUV39H1	ZNF438	0.205
SUV39H1	ZNF451	0.155
SUV39H1	ZNF557	0.155
SUV39H1	ZNF581	0.186
SUV39H1	ZNF644	0.234
SUV39H1	ZNF649	0.155
SUV39H1	ZNF670	0.155
SUV39H1	ZNF829	0.155
SUV39H1	ZSCAN9	0.155
SUV39H2	TCP1	0.21
SUV39H2	TUBA1C	0.251
SUV39H2	WIZ	0.284
SUV39H2	ZNF212	0.199
SUV39H2	ZNF557	0.155
SUV39H2	ZNF57	0.155
SUV39H2	ZNF644	0.303
SUZ12	TFAM	0.175
SUZ12	TFDP1	0.903
SUZ12	TNRC6A	0.9
SUZ12	TRIM28	0.232
SUZ12	TRIM37	0.376
SUZ12	TRRAP	0.168
SUZ12	U2AF1L4	0.266
SUZ12	UBE2I	0.965
SUZ12	UHRF1	0.556
SUZ12	UHRF2	0.26
SUZ12	USP7	0.341
SUZ12	VAV1	0.442
SUZ12	WDR77	0.715
SUZ12	WT1	0.48
SUZ12	XRCC5	0.158
SUZ12	YBX1	0.155
SUZ12	YY1	0.975
SUZ12	ZNF146	0.204
SUZ12	ZNF148	0.162
SUZ12	ZNF207	0.4
SUZ12	ZNF281	0.213
SV2B	SYT1	0.883
SV2C	SYT1	0.753
SV2C	UBE4A	0.194
SV2C	UFD1L	0.309
SV2C	VANGL2	0.185
SVEP1	ZFYVE9	0.157
SVIL	SYNPO	0.183
SVIL	TES	0.22
SVIL	TMOD3	0.301
SVIL	TNFAIP1	0.307
SVIL	TRIP6	0.735
SVIL	USP7	0.398
SVIL	UXT	0.306
SVIL	VCL	0.864
SVIL	VIM	0.255
SVIP	SYVN1	0.796
SVIP	TFRC	0.522
SVIP	UBXN6	0.938
SVIP	UFD1L	0.89
SVIP	VCP	0.983
SVIP	VCPIP1	0.515
SVIP	VIMP	0.809
SVOPL	UBE2S	0.358
SWAP70	XRCC6	0.243
SWAP70	ZBTB5	0.294
SWSAP1	XRCC3	0.534
SWSAP1	ZSWIM7	0.988
SYAP1	TAS2R41	0.158
SYAP1	THRA	0.209
SYAP1	TOMM22	0.347
SYBU	TPH2	0.297
SYCE1	SYCE2	0.993
SYCE1	SYCE3	0.989
SYCE1	TEX12	0.985
SYCE1	TFIP11	0.305
SYCE1	TSG101	0.175
SYCE2	SYCE3	0.992
SYCE2	TEX12	0.994
SYCE3	TEX12	0.982
SYCE3	ZWINT	0.281
SYCP2	SYCP3	0.993
SYDE1	TIAM1	0.198
SYDE1	TYW3	0.183
SYF2	TRA2A	0.464
SYF2	TSSC4	0.782
SYF2	USB1	0.809
SYF2	VCP	0.167
SYF2	WDR83	0.656
SYF2	XAB2	0.999
SYF2	ZC3H18	0.265
SYK	TBK1	0.52
SYK	TEC	0.921
SYK	TICAM1	0.709
SYK	TLN1	0.925
SYK	TLR3	0.72
SYK	TLR4	0.908
SYK	TLR9	0.87
SYK	TNFRSF1A	0.596
SYK	TRAF3	0.612
SYK	TRAF3IP2	0.32
SYK	TRAF6	0.712
SYK	TRAIP	0.491
SYK	TREM2	0.96
SYK	TRIM15	0.26
SYK	TUBA1A	0.419
SYK	TUBB	0.447
SYK	TUBG1	0.447
SYK	TYROBP	0.988
SYK	UBASH3B	0.783
SYK	USP25	0.553
SYK	VAV1	0.999
SYK	VAV2	0.984
SYK	VAV3	0.986
SYK	VCAM1	0.339
SYK	VWF	0.937
SYMPK	TOP1	0.3
SYMPK	USP24	0.418
SYMPK	VCP	0.29
SYMPK	WDR33	0.999
SYMPK	WWOX	0.185
SYMPK	YBX3	0.502
SYMPK	ZNF598	0.202
SYN1	SYN2	0.952
SYN1	VPS54	0.4
SYN2	SYN3	0.931
SYN2	YWHAE	0.354
SYN2	YWHAZ	0.415
SYNC	SYNM	0.857
SYNC	TJAP1	0.186
SYNC	VIM	0.779
SYNCRIP	SYT1	0.461
SYNCRIP	SYT2	0.455
SYNCRIP	SYT3	0.405
SYNCRIP	SYT4	0.39
SYNCRIP	SYT7	0.676
SYNCRIP	SYT8	0.42
SYNCRIP	SYT9	0.4
SYNCRIP	TAF15	0.576
SYNCRIP	TARDBP	0.826
SYNCRIP	THUMPD1	0.447
SYNCRIP	TIMM50	0.216
SYNCRIP	TMEM177	0.215
SYNCRIP	TRMT112	0.259
SYNCRIP	TXN	0.421
SYNCRIP	TXNL4A	0.281
SYNCRIP	U2AF2	0.758
SYNCRIP	UBE2A	0.203
SYNCRIP	UBE2S	0.416
SYNCRIP	UPF1	0.739
SYNCRIP	USP1	0.27
SYNCRIP	USP14	0.222
SYNCRIP	UTP3	0.249
SYNCRIP	WBSCR16	0.386
SYNCRIP	XRN1	0.524
SYNCRIP	YBX1	0.968
SYNCRIP	YPEL5	0.179
SYNCRIP	YTHDF1	0.209
SYNCRIP	ZC3H8	0.157
SYNCRIP	ZNF598	0.399
SYNCRIP	ZRANB2	0.401
SYNDIG1	UNC93B1	0.267
SYNE1	TERF2	0.908
SYNE1	TNIK	0.232
SYNE1	USP21	0.362
SYNE2	TERF1	0.91
SYNE2	TERF2	0.908
SYNE2	THOP1	0.367
SYNE2	TMEM67	0.753
SYNE2	VAPA	0.275
SYNE2	VAPB	0.212
SYNE4	TMPRSS4	0.258
SYNGAP1	ULK1	0.748
SYNGAP1	ULK2	0.852
SYNGR1	YIPF3	0.189
SYNGR2	SYPL2	0.465
SYNJ1	TGOLN2	0.907
SYNJ2	SYNJ2BP	0.856
SYNJ2BP	TFRC	0.371
SYNJ2BP	THEM5	0.206
SYNJ2BP	TOMM22	0.254
SYNJ2BP	TOMM40	0.272
SYNJ2BP	TOMM5	0.344
SYNJ2BP	UBQLN1	0.517
SYNJ2BP	ZMPSTE24	0.388
SYNM	TTN	0.604
SYNPO	TMOD1	0.182
SYNPO	TMOD3	0.33
SYNPO	TPM1	0.179
SYNPO	TPM2	0.202
SYNPO	TPRN	0.225
SYNPO	VAMP5	0.235
SYNPO	ZBTB20	0.193
SYNPO2	VPS18	0.449
SYNPO2	YWHAG	0.307
SYNPO2	YWHAZ	0.258
SYNRG	TGOLN2	0.202
SYNRG	TUBGCP4	0.159
SYNRG	VAPA	0.175
SYNRG	VAPB	0.169
SYP	TMEM183A	0.319
SYP	WDFY2	0.32
SYP	WIPI2	0.196
SYPL1	TARS2	0.29
SYPL1	VAMP2	0.54
SYPL1	VAMP3	0.449
SYPL1	VAMP8	0.309
SYPL2	TMEM120A	0.189
SYPL2	TSPAN15	0.181
SYPL2	VAMP3	0.151
SYT1	SYT2	0.928
SYT1	SYT5	0.364
SYT1	VAMP2	0.994
SYT1	VLDLR	0.256
SYT10	SYT3	0.857
SYT10	SYT6	0.9
SYT11	TTC1	0.282
SYT11	UBE2O	0.186
SYT14	SYT16	0.464
SYT17	TF	0.219
SYT2	TF	0.909
SYT2	VAMP4	0.959
SYT3	SYT6	0.86
SYT6	TRIM32	0.159
SYT9	TUBB	0.761
SYT9	UPK1B	0.202
SYTL1	TBC1D10A	0.955
SYTL4	TBC1D30	0.285
SYTL5	WAC	0.206
SYVN1	TMEM129	0.614
SYVN1	TMUB1	0.388
SYVN1	TP53	0.459
SYVN1	TYR	0.393
SYVN1	UBAC2	0.685
SYVN1	UBE2D2	0.626
SYVN1	UBE2D3	0.606
SYVN1	UBE2G1	0.574
SYVN1	UBE2J1	0.97
SYVN1	UBE2U	0.186
SYVN1	UBE2Z	0.185
SYVN1	UBXN8	0.556
SYVN1	USP19	0.506
SYVN1	USP7	0.166
SYVN1	VCP	0.999
SYVN1	VIMP	0.936
SYVN1	WBP1	0.541
SYVN1	WFS1	0.478
SYVN1	YOD1	0.709
SZRD1	TOM1L2	0.485
SZRD1	TRIM25	0.468
SZT2	WDR24	0.996
SZT2	WDR59	0.997
TAB1	TAB2	0.998
TAB1	TAB3	0.996
TAB1	TH	0.172
TAB1	TICAM1	0.935
TAB1	TICAM2	0.923
TAB1	TIRAP	0.725
TAB1	TLR3	0.986
TAB1	TLR4	0.958
TAB1	TMEM52B	0.158
TAB1	TNF	0.965
TAB1	TOMM20	0.181
TAB1	TP53	0.25
TAB1	TRAF2	0.965
TAB1	TRAF6	0.996
TAB1	UBC	0.94
TAB1	UBE2N	0.96
TAB1	UBE2V1	0.964
TAB1	USP18	0.963
TAB1	VRK3	0.227
TAB1	XIAP	0.996
TAB1	YAP1	0.151
TAB1	ZMYND11	0.683
TAB2	TAB3	0.988
TAB2	TANK	0.629
TAB2	TBL1X	0.549
TAB2	TBL1XR1	0.417
TAB2	TGFBR1	0.934
TAB2	TICAM1	0.939
TAB2	TICAM2	0.922
TAB2	TIRAP	0.607
TAB2	TLR3	0.999
TAB2	TLR4	0.954
TAB2	TNF	0.999
TAB2	TNFRSF11A	0.475
TAB2	TNFRSF1A	0.954
TAB2	TNIK	0.596
TAB2	TRAF2	0.968
TAB2	TRAF6	0.999
TAB2	TRIM22	0.595
TAB2	TRIM38	0.582
TAB2	TRIM5	0.717
TAB2	UBC	0.999
TAB2	UBE2I	0.477
TAB2	UBE2N	0.973
TAB2	UBE2V1	0.97
TAB2	USP14	0.47
TAB2	USP18	0.355
TAB2	WDR34	0.614
TAB2	XIAP	0.956
TAB2	ZBTB16	0.267
TAB2	ZFP64	0.252
TAB3	TICAM1	0.938
TAB3	TICAM2	0.918
TAB3	TLR3	0.942
TAB3	TLR4	0.942
TAB3	TNF	0.941
TAB3	TRAF2	0.963
TAB3	TRAF6	0.98
TAB3	TRIM38	0.501
TAB3	TRIM5	0.632
TAB3	UBC	0.997
TAB3	UBE2N	0.962
TAB3	UBE2V1	0.965
TAB3	WDR34	0.849
TAC1	TACR1	0.998
TAC1	TACR2	0.999
TAC1	TACR3	0.993
TAC3	TACR2	0.993
TAC3	TACR3	0.997
TAC4	TACR1	0.81
TAC4	TACR2	0.82
TACC1	TACC2	0.635
TACC1	TDRD7	0.947
TACC1	TOMM22	0.347
TACC1	VAPA	0.165
TACC1	VAPB	0.172
TACC1	YEATS4	0.663
TACC2	TOMM20	0.181
TACC2	TTK	0.489
TACC2	YEATS4	0.735
TACC3	TTF2	0.411
TACC3	UBA2	0.54
TACC3	VASP	0.157
TACC3	WDR90	0.172
TACO1	TRMT61B	0.216
TADA1	TADA2B	0.998
TADA1	TADA3	0.998
TADA1	TAF10	0.996
TADA1	TAF12	0.998
TADA1	TAF5L	0.99
TADA1	TAF6L	0.991
TADA1	TAF9	0.972
TADA1	TAF9B	0.996
TADA1	TP53	0.346
TADA1	TP53BP1	0.673
TADA1	TRRAP	0.997
TADA1	USP22	0.979
TADA2A	TADA3	0.999
TADA2A	TCF3	0.375
TADA2A	TP53	0.472
TADA2A	USP22	0.992
TADA2A	WDR5	0.979
TADA2A	YEATS2	0.977
TADA2A	ZNF564	0.173
TADA2A	ZZZ3	0.932
TADA2B	TADA3	0.999
TADA2B	TAF10	0.997
TADA2B	TAF12	0.998
TADA2B	TAF5L	0.993
TADA2B	TAF6L	0.993
TADA2B	TAF9	0.909
TADA2B	TAF9B	0.996
TADA2B	TERF2	0.169
TADA2B	TERF2IP	0.185
TADA2B	TRRAP	0.996
TADA2B	USP22	0.984
TADA3	TAF10	0.997
TADA3	TAF12	0.997
TADA3	TAF5L	0.991
TADA3	TAF6L	0.993
TADA3	TAF9	0.9
TADA3	TAF9B	0.996
TADA3	TP53	0.95
TADA3	TP53BP1	0.737
TADA3	TRRAP	0.995
TADA3	TXNRD2	0.313
TADA3	USP22	0.98
TADA3	USP5	0.218
TADA3	WDR5	0.977
TADA3	YEATS2	0.994
TADA3	ZZZ3	0.982
TAF1	TAF10	0.998
TAF1	TAF11	0.999
TAF1	TAF13	0.998
TAF1	TAF2	0.999
TAF1	TAF3	0.998
TAF1	TAF4	0.998
TAF1	TAF4B	0.997
TAF1	TAF5	0.999
TAF1	TAF6	0.999
TAF1	TAF7	0.999
TAF1	TAF7L	0.997
TAF1	TAF8	0.999
TAF1	TAF9	0.986
TAF1	TAF9B	0.996
TAF1	TBP	0.999
TAF1	TBPL1	0.827
TAF1	TP53	0.976
TAF1	UBE2I	0.443
TAF1	UBTF	0.518
TAF1	USP37	0.158
TAF10	TAF11	0.999
TAF10	TAF12	0.999
TAF10	TAF13	0.999
TAF10	TAF2	0.998
TAF10	TAF3	0.999
TAF10	TAF4	0.999
TAF10	TAF5	0.999
TAF10	TAF5L	0.992
TAF10	TAF6	0.999
TAF10	TAF6L	0.997
TAF10	TAF7	0.999
TAF10	TAF7L	0.992
TAF10	TAF8	0.999
TAF10	TAF9	0.994
TAF10	TAF9B	0.995
TAF10	TBP	0.999
TAF10	TP53	0.954
TAF10	TP53BP1	0.706
TAF10	TRAF3IP1	0.542
TAF10	TRRAP	0.996
TAF10	UBE2I	0.384
TAF10	USP22	0.982
TAF11	TAF12	0.999
TAF11	TAF13	0.999
TAF11	TAF15	0.939
TAF11	TAF2	0.999
TAF11	TAF3	0.997
TAF11	TAF4	0.999
TAF11	TAF4B	0.997
TAF11	TAF5	0.999
TAF11	TAF6	0.999
TAF11	TAF7	0.999
TAF11	TAF7L	0.994
TAF11	TAF8	0.999
TAF11	TAF9	0.982
TAF11	TAF9B	0.997
TAF11	TBP	0.999
TAF11	THRA	0.384
TAF11	TRIM24	0.412
TAF11	VDR	0.389
TAF12	TAF1A	0.457
TAF12	TAF1C	0.525
TAF12	TAF3	0.994
TAF12	TAF4	0.999
TAF12	TAF4B	0.991
TAF12	TAF5	0.999
TAF12	TAF6	0.999
TAF12	TAF6L	0.997
TAF12	TAF7	0.999
TAF12	TAF7L	0.989
TAF12	TAF8	0.998
TAF12	TAF9	0.969
TAF12	TBP	0.999
TAF12	UBE2I	0.413
TAF13	TAF15	0.956
TAF13	TAF2	0.996
TAF13	TAF3	0.995
TAF13	TAF4	0.998
TAF13	TAF5	0.997
TAF13	TAF6	0.998
TAF13	TAF7	0.999
TAF13	TAF7L	0.993
TAF13	TAF8	0.999
TAF13	TAF9	0.984
TAF13	TAF9B	0.98
TAF13	TBP	0.999
TAF15	TAF5	0.965
TAF15	TAF7	0.949
TAF15	TFIP11	0.178
TAF15	THOC1	0.154
TAF15	THOC2	0.433
TAF15	THOC3	0.199
TAF15	THOC5	0.288
TAF15	THOC6	0.184
TAF15	THRAP3	0.296
TAF15	TMED9	0.386
TAF15	TP53BP1	0.684
TAF15	TPM2	0.552
TAF15	TPR	0.625
TAF15	TRA2B	0.927
TAF15	U2AF2	0.703
TAF15	U2SURP	0.288
TAF15	WDR77	0.22
TAF15	XAB2	0.157
TAF15	XRCC6	0.237
TAF15	ZC3H18	0.162
TAF15	ZNF326	0.513
TAF1A	TAF1B	0.998
TAF1A	TAF1C	0.988
TAF1A	TAF1D	0.996
TAF1A	TBP	0.989
TAF1A	TP53	0.373
TAF1A	TRIM44	0.23
TAF1A	UBTF	0.978
TAF1A	ZNF512	0.436
TAF1B	TAF1C	0.997
TAF1B	TAF1D	0.996
TAF1B	TBP	0.982
TAF1B	THAP7	0.757
TAF1B	TP53	0.416
TAF1B	TRIM44	0.525
TAF1B	UBTF	0.962
TAF1B	ZNF2	0.201
TAF1C	TAF1D	0.994
TAF1C	TBP	0.988
TAF1C	TP53	0.423
TAF1C	TRIM44	0.169
TAF1C	UBTF	0.978
TAF1D	TBP	0.98
TAF1D	TRIM44	0.518
TAF1D	TWISTNB	0.91
TAF1D	UBTF	0.969
TAF1D	ZNF2	0.194
TAF1L	TAF4	0.998
TAF1L	TAF5	0.998
TAF1L	TAF6	0.999
TAF1L	TAF9	0.905
TAF1L	TAF9B	0.998
TAF1L	TBP	0.996
TAF1L	TBPL1	0.842
TAF2	TAF5	0.999
TAF2	TAF6	0.999
TAF2	TAF7	0.999
TAF2	TAF7L	0.994
TAF2	TAF8	0.999
TAF2	TAF9	0.981
TAF2	TBP	0.999
TAF2	TERF1	0.236
TAF3	TAF4	0.997
TAF3	TAF5	0.998
TAF3	TAF6	0.999
TAF3	TAF7	0.997
TAF3	TAF7L	0.995
TAF3	TAF8	0.988
TAF3	TBP	0.998
TAF3	TBPL2	0.977
TAF4	TAF5	0.999
TAF4	TAF6	0.999
TAF4	TAF7	0.999
TAF4	TAF7L	0.997
TAF4	TAF8	0.998
TAF4	TAF9	0.987
TAF4	TAF9B	0.998
TAF4	TBP	0.999
TAF4	TBPL1	0.755
TAF4	TCF12	0.391
TAF4	TRRAP	0.984
TAF4B	TAF7	0.996
TAF4B	TAF7L	0.994
TAF4B	TAF8	0.977
TAF4B	TBP	0.991
TAF5	TAF6	0.999
TAF5	TAF7	0.999
TAF5	TAF7L	0.991
TAF5	TAF8	0.998
TAF5	TAF9	0.983
TAF5	TAF9B	0.998
TAF5	TBP	0.999
TAF5	TBPL1	0.756
TAF5	TP53	0.934
TAF5	TRRAP	0.991
TAF5	UBE2I	0.376
TAF5L	TAF6L	0.997
TAF5L	TAF9	0.933
TAF5L	TAF9B	0.997
TAF5L	TP53	0.351
TAF5L	TP53BP1	0.689
TAF5L	TUBB8	0.177
TAF5L	USP22	0.96
TAF6	TAF7	0.999
TAF6	TAF7L	0.998
TAF6	TAF8	0.999
TAF6	TAF9	0.992
TAF6	TAF9B	0.999
TAF6	TBP	0.999
TAF6	TBPL1	0.928
TAF6	TP53	0.949
TAF6	TRRAP	0.994
TAF6	USF1	0.39
TAF6L	TAF9	0.972
TAF6L	TAF9B	0.995
TAF6L	TP53BP1	0.673
TAF6L	TRRAP	0.991
TAF6L	USP22	0.935
TAF6L	XYLT2	0.181
TAF7	TAF8	0.999
TAF7	TAF9	0.997
TAF7	TAF9B	0.997
TAF7	TBP	0.999
TAF7	THRA	0.38
TAF7	TRIM24	0.404
TAF7	TRRAP	0.994
TAF7	VDR	0.38
TAF7L	TAF8	0.99
TAF7L	TAF9	0.782
TAF7L	TAF9B	0.988
TAF7L	TBP	0.985
TAF7L	UTP6	0.175
TAF8	TAF9	0.981
TAF8	TAF9B	0.99
TAF8	TBP	0.999
TAF8	TTC29	0.183
TAF9	TAF9B	0.955
TAF9	TBP	0.999
TAF9	TFEB	0.189
TAF9	TP53	0.418
TAF9	TRPC5	0.282
TAF9	TRRAP	0.921
TAF9	UBA1	0.173
TAF9	USP22	0.908
TAF9B	TBP	0.993
TAF9B	TRRAP	0.992
TAF9B	USP22	0.988
TAGLN	UCHL3	0.783
TAGLN	YKT6	0.418
TAGLN2	TAGLN3	0.829
TAGLN2	TES	0.156
TAGLN2	TKT	0.403
TAGLN2	TKTL2	0.418
TAGLN2	TOMM40	0.386
TAGLN2	TXN	0.406
TAGLN2	TXNDC16	0.433
TAGLN2	U2AF2	0.155
TAGLN2	UBE2C	0.406
TAGLN2	UBE2V1	0.363
TAGLN2	UCHL3	0.363
TAGLN2	UFC1	0.363
TAGLN2	YKT6	0.376
TAGLN2	ZFP36L2	0.247
TAGLN3	TKT	0.428
TAGLN3	TXN	0.448
TAGLN3	UBXN1	0.403
TAGLN3	UFM1	0.363
TAGLN3	YKT6	0.418
TAL1	TCF12	0.977
TAL1	TCF3	0.987
TAL1	TCF4	0.684
TAL1	TOP1	0.348
TAL1	TRIM27	0.454
TAL1	TRIM33	0.448
TAL1	TRRAP	0.328
TAL1	XRCC6	0.328
TAL2	TCF12	0.513
TAL2	TCF4	0.488
TALDO1	THOP1	0.223
TALDO1	TKT	0.999
TALDO1	TKTL2	0.994
TALDO1	UBE3A	0.237
TALDO1	UFC1	0.435
TALDO1	WDR1	0.217
TALDO1	WDR45	0.719
TALDO1	XYLB	0.928
TALDO1	ZNF655	0.219
TANC2	YWHAB	0.244
TANC2	ZBTB21	0.178
TANC2	ZYX	0.369
TANGO6	UBE2S	0.386
TANGO6	UBE3A	0.158
TANGO6	URI1	0.192
TANGO6	ZNHIT2	0.348
TANK	TBK1	0.996
TANK	TICAM1	0.974
TANK	TICAM2	0.94
TANK	TLR3	0.957
TANK	TLR4	0.951
TANK	TNF	0.941
TANK	TNFAIP3	0.314
TANK	TNFRSF1A	0.945
TANK	TNIP1	0.169
TANK	TRAF1	0.988
TANK	TRAF2	0.991
TANK	TRAF3	0.994
TANK	TRAF4	0.363
TANK	TRAF5	0.567
TANK	TRAF6	0.978
TANK	TRIM25	0.937
TANK	USP10	0.369
TANK	ZC3H12A	0.806
TANK	ZFP36	0.368
TAOK2	TH	0.188
TAOK2	TUBA1A	0.294
TAOK2	TUBB	0.294
TAOK2	ZDHHC1	0.275
TAOK3	TRAF2	0.469
TAP1	TAP2	0.963
TAP1	TAPBP	0.986
TAP1	THOC5	0.373
TAP1	TMEM63B	0.17
TAP1	XRCC3	0.192
TAP2	TAPBP	0.991
TAP2	TMCO3	0.221
TAP2	UNC93B1	0.213
TAPT1	TXNDC15	0.207
TARBP1	TARS	0.43
TARBP1	TNFRSF17	0.213
TARBP2	TCOF1	0.802
TARBP2	TOP1	0.277
TARBP2	TRIM41	0.157
TARBP2	TRMT1	0.751
TARBP2	WDR46	0.151
TARBP2	ZMAT3	0.229
TARBP2	ZMAT4	0.78
TARBP2	ZNF346	0.825
TARDBP	TFE3	0.224
TARDBP	TMPO	0.19
TARDBP	TPI1	0.168
TARDBP	TRIM28	0.183
TARDBP	TRIP13	0.44
TARDBP	TSR1	0.151
TARDBP	TUBA1B	0.163
TARDBP	TUBA1C	0.273
TARDBP	TUBA8	0.246
TARDBP	U2AF2	0.931
TARDBP	U2SURP	0.381
TARDBP	UBE2E3	0.453
TARDBP	UBE2L6	0.193
TARDBP	UBQLN1	0.774
TARDBP	UBQLN2	0.904
TARDBP	UPF1	0.369
TARDBP	UQCRC1	0.225
TARDBP	UQCRC2	0.224
TARDBP	USP10	0.168
TARDBP	USP8	0.319
TARDBP	VCP	0.909
TARDBP	VDAC1	0.351
TARDBP	VHL	0.305
TARDBP	XPNPEP1	0.416
TARDBP	XRCC5	0.53
TARDBP	XRCC6	0.432
TARDBP	XRN1	0.289
TARDBP	XRN2	0.723
TARDBP	YTHDC2	0.163
TARDBP	YTHDF2	0.214
TARDBP	YWHAE	0.251
TARDBP	YWHAZ	0.256
TARDBP	ZC3H11A	0.237
TARDBP	ZFAND2B	0.252
TARDBP	ZFR	0.263
TARDBP	ZNF746	0.155
TARS	TARSL2	0.907
TARS	TOMM34	0.859
TARS	TPD52L2	0.41
TARS	UBA5	0.157
TARS	UBLCP1	0.428
TARS	UGP2	0.214
TARS	VPS26A	0.283
TARS	ZYX	0.223
TAS1R1	TAS1R3	0.946
TAS1R2	TAS1R3	0.948
TAS2R19	TYW1B	0.548
TAS2R41	THUMPD1	0.165
TAS2R41	YKT6	0.183
TAS2R5	TMEM187	0.187
TAT	UBE3A	0.513
TATDN1	TSG101	0.818
TATDN1	UBE2I	0.881
TATDN1	USP8	0.866
TATDN1	WARS	0.486
TATDN1	YARS	0.629
TAX1BP1	TBC1D15	0.472
TAX1BP1	TBC1D17	0.316
TAX1BP1	TBK1	0.97
TAX1BP1	TNFAIP3	0.973
TAX1BP1	TNIP1	0.661
TAX1BP1	TNIP3	0.323
TAX1BP1	TRAF3	0.693
TAX1BP1	TRAF4	0.203
TAX1BP1	TRAF6	0.736
TAX1BP1	UBA52	0.209
TAX1BP1	UBB	0.526
TAX1BP1	UBC	0.651
TAX1BP1	UBE2A	0.316
TAX1BP1	VCP	0.153
TAX1BP3	TMEM65	0.812
TAX1BP3	TOMM40	0.395
TAX1BP3	TXN	0.782
TAX1BP3	UBE2D2	0.768
TAX1BP3	VAMP2	0.386
TAZ	TBC1D9B	0.153
TAZ	TMEM25	0.219
TAZ	YAP1	0.574
TBC1D1	TNNC2	0.289
TBC1D1	YWHAB	0.931
TBC1D1	YWHAE	0.928
TBC1D1	YWHAG	0.911
TBC1D1	ZBTB21	0.215
TBC1D1	ZFC3H1	0.251
TBC1D10A	TEX13A	0.294
TBC1D10B	TRIP6	0.207
TBC1D10B	ZYX	0.409
TBC1D13	WDR12	0.386
TBC1D13	ZNF618	0.208
TBC1D14	TCHH	0.188
TBC1D14	TFEB	0.214
TBC1D14	TRAPPC1	0.826
TBC1D14	TRAPPC10	0.766
TBC1D14	TRAPPC11	0.869
TBC1D14	TRAPPC12	0.907
TBC1D14	TRAPPC13	0.891
TBC1D14	TRAPPC2	0.81
TBC1D14	TRAPPC2L	0.876
TBC1D14	TRAPPC3	0.824
TBC1D14	TRAPPC4	0.857
TBC1D14	TRAPPC5	0.808
TBC1D14	TRAPPC6B	0.814
TBC1D14	TRAPPC8	0.947
TBC1D14	TRAPPC9	0.664
TBC1D14	ULK1	0.939
TBC1D15	TBC1D17	0.964
TBC1D15	TPTE2	0.152
TBC1D15	UBAC2	0.698
TBC1D15	UBC	0.192
TBC1D15	UBXN8	0.671
TBC1D15	UTP15	0.203
TBC1D15	VPS26A	0.455
TBC1D15	VTI1B	0.234
TBC1D16	TENC1	0.197
TBC1D16	TIMELESS	0.519
TBC1D16	TTLL6	0.176
TBC1D17	UBAC2	0.726
TBC1D17	UBXN8	0.705
TBC1D17	ZBBX	0.189
TBC1D17	ZRANB2	0.223
TBC1D19	TTLL1	0.877
TBC1D2	TBC1D4	0.316
TBC1D2	TRIP10	0.26
TBC1D2	TSEN2	0.223
TBC1D21	TIMM10	0.256
TBC1D22B	TRIM23	0.166
TBC1D23	WDR62	0.198
TBC1D24	TLR1	0.188
TBC1D24	TNFAIP3	0.165
TBC1D31	WDR34	0.308
TBC1D4	TMOD1	0.195
TBC1D4	TMOD3	0.307
TBC1D4	TP53	0.172
TBC1D4	TP53INP1	0.188
TBC1D4	TSEN2	0.23
TBC1D4	WDR77	0.157
TBC1D4	YWHAB	0.941
TBC1D4	YWHAE	0.928
TBC1D4	YWHAQ	0.928
TBC1D4	YWHAZ	0.951
TBC1D5	TGOLN2	0.364
TBC1D5	VPS26A	0.994
TBC1D5	VPS26B	0.986
TBC1D5	VPS29	0.999
TBC1D5	VPS35	0.968
TBC1D5	YWHAB	0.176
TBC1D5	ZBTB25	0.179
TBC1D7	TSC1	0.999
TBC1D7	TSC2	0.997
TBC1D7	URI1	0.218
TBC1D7	XPA	0.221
TBC1D9	TBC1D9B	0.573
TBC1D9	TMEM55A	0.228
TBC1D9	YME1L1	0.187
TBC1D9B	TMEM55B	0.328
TBCA	TBCD	0.99
TBCA	TERF2IP	0.15
TBCA	TXN2	0.194
TBCA	TXNDC12	0.199
TBCB	TBCE	0.99
TBCB	TPT1	0.442
TBCB	TUBA4A	0.963
TBCB	TWF2	0.182
TBCB	TXNDC5	0.476
TBCB	UBFD1	0.316
TBCB	USP7	0.209
TBCB	VCL	0.154
TBCB	XPNPEP1	0.424
TBCB	YWHAE	0.341
TBCB	YWHAH	0.234
TBCC	TBCD	0.992
TBCC	TBCE	0.991
TBCD	TBCE	0.998
TBCD	TCP11L1	0.323
TBCD	TPM3	0.396
TBCD	TPM4	0.39
TBCD	TSN	0.157
TBCD	TUBB	0.811
TBCD	TUBB2A	0.986
TBCD	TUBB2B	0.961
TBCD	VPS25	0.166
TBCD	WDR12	0.219
TBCD	ZNF146	0.19
TBCD	ZNF836	0.331
TBCE	TRNT1	0.223
TBCK	TCP10L	0.188
TBK1	TBKBP1	0.908
